# CSV-File created with merge-csv.com
# -----------------------------------------------------------

"Time (s)","Recording (a.u.)"
3.558333333E-2,7.934570312E-2
3.560416667E-2,8.114624023E-2
3.562500000E-2,8.068847656E-2
3.564583333E-2,7.836914062E-2
3.566666667E-2,7.394409180E-2
3.568750000E-2,6.716918945E-2
3.570833333E-2,5.978393555E-2
3.572916667E-2,5.029296875E-2
3.575000000E-2,4.205322266E-2
3.577083333E-2,3.323364258E-2
3.579166667E-2,2.560424805E-2
3.581250000E-2,1.873779297E-2
3.583333333E-2,1.361083984E-2
3.585416667E-2,9.521484375E-3
3.587500000E-2,6.286621094E-3
3.589583333E-2,5.096435547E-3
3.591666667E-2,3.265380859E-3
3.593750000E-2,2.349853516E-3
3.595833333E-2,1.525878906E-4
3.597916667E-2,-3.265380859E-3
3.600000000E-2,-8.544921875E-3
3.602083333E-2,-1.464843750E-2
3.604166667E-2,-2.215576172E-2
3.606250000E-2,-2.896118164E-2
3.608333333E-2,-3.634643555E-2
3.610416667E-2,-4.174804688E-2
3.612500000E-2,-4.678344727E-2
3.614583333E-2,-5.133056641E-2
3.616666667E-2,-5.368041992E-2
3.618750000E-2,-5.599975586E-2
3.620833333E-2,-5.554199219E-2
3.622916667E-2,-5.413818359E-2
3.625000000E-2,-5.111694336E-2
3.627083333E-2,-4.867553711E-2
3.629166667E-2,-4.467773438E-2
3.631250000E-2,-4.388427734E-2
3.633333333E-2,-4.403686523E-2
3.635416667E-2,-4.589843750E-2
3.637500000E-2,-4.937744141E-2
3.639583333E-2,-5.291748047E-2
3.641666667E-2,-5.557250977E-2
3.643750000E-2,-5.612182617E-2
3.645833333E-2,-5.535888672E-2
3.647916667E-2,-5.187988281E-2
3.650000000E-2,-4.736328125E-2
3.652083333E-2,-4.272460938E-2
3.654166667E-2,-3.707885742E-2
3.656250000E-2,-3.378295898E-2
3.658333333E-2,-3.112792969E-2
3.660416667E-2,-3.015136719E-2
3.662500000E-2,-2.932739258E-2
3.664583333E-2,-2.743530273E-2
3.666666667E-2,-2.551269531E-2
3.668750000E-2,-2.038574219E-2
3.670833333E-2,-1.544189453E-2
3.672916667E-2,-8.087158203E-3
3.675000000E-2,-1.312255859E-3
3.677083333E-2,5.706787109E-3
3.679166667E-2,1.132202148E-2
3.681250000E-2,1.660156250E-2
3.683333333E-2,1.998901367E-2
3.685416667E-2,2.331542969E-2
3.687500000E-2,2.584838867E-2
3.689583333E-2,2.679443359E-2
3.691666667E-2,2.877807617E-2
3.693750000E-2,2.944946289E-2
3.695833333E-2,3.051757812E-2
3.697916667E-2,3.213500977E-2
3.700000000E-2,3.390502930E-2
3.702083333E-2,3.564453125E-2
3.704166667E-2,3.750610352E-2
3.706250000E-2,3.811645508E-2
3.708333333E-2,3.884887695E-2
3.710416667E-2,3.903198242E-2
3.712500000E-2,3.942871094E-2
3.714583333E-2,4.000854492E-2
3.716666667E-2,4.138183594E-2
3.718750000E-2,4.251098633E-2
3.720833333E-2,4.339599609E-2
3.722916667E-2,4.403686523E-2
3.725000000E-2,4.382324219E-2
3.727083333E-2,4.370117188E-2
3.729166667E-2,4.238891602E-2
3.731250000E-2,4.101562500E-2
3.733333333E-2,3.958129883E-2
3.735416667E-2,3.805541992E-2
3.737500000E-2,3.686523438E-2
3.739583333E-2,3.543090820E-2
3.741666667E-2,3.399658203E-2
3.743750000E-2,3.329467773E-2
3.745833333E-2,3.250122070E-2
3.747916667E-2,3.280639648E-2
3.750000000E-2,3.280639648E-2
3.752083333E-2,3.335571289E-2
3.754166667E-2,3.417968750E-2
3.756250000E-2,3.506469727E-2
3.758333333E-2,3.494262695E-2
3.760416667E-2,3.533935547E-2
3.762500000E-2,3.448486328E-2
3.764583333E-2,3.363037109E-2
3.766666667E-2,3.314208984E-2
3.768750000E-2,3.186035156E-2
3.770833333E-2,3.070068359E-2
3.772916667E-2,2.993774414E-2
3.775000000E-2,2.868652344E-2
3.777083333E-2,2.911376953E-2
3.779166667E-2,2.960205078E-2
3.781250000E-2,3.115844727E-2
3.783333333E-2,3.314208984E-2
3.785416667E-2,3.601074219E-2
3.787500000E-2,3.826904297E-2
3.789583333E-2,4.171752930E-2
3.791666667E-2,4.461669922E-2
3.793750000E-2,4.690551758E-2
3.795833333E-2,5.044555664E-2
3.797916667E-2,5.181884766E-2
3.800000000E-2,5.233764648E-2
3.802083333E-2,5.184936523E-2
3.804166667E-2,4.882812500E-2
3.806250000E-2,4.507446289E-2
3.808333333E-2,4.010009766E-2
3.810416667E-2,3.463745117E-2
3.812500000E-2,2.969360352E-2
3.814583333E-2,2.499389648E-2
3.816666667E-2,2.072143555E-2
3.818750000E-2,1.779174805E-2
3.820833333E-2,1.538085938E-2
3.822916667E-2,1.443481445E-2
3.825000000E-2,1.498413086E-2
3.827083333E-2,1.446533203E-2
3.829166667E-2,1.565551758E-2
3.831250000E-2,1.586914062E-2
3.833333333E-2,1.464843750E-2
3.835416667E-2,1.379394531E-2
3.837500000E-2,1.031494141E-2
3.839583333E-2,7.843017578E-3
3.841666667E-2,2.777099609E-3
3.843750000E-2,-9.765625000E-4
3.845833333E-2,-7.202148438E-3
3.847916667E-2,-1.223754883E-2
3.850000000E-2,-1.818847656E-2
3.852083333E-2,-2.282714844E-2
3.854166667E-2,-2.725219727E-2
3.856250000E-2,-2.871704102E-2
3.858333333E-2,-2.929687500E-2
3.860416667E-2,-2.731323242E-2
3.862500000E-2,-2.462768555E-2
3.864583333E-2,-2.084350586E-2
3.866666667E-2,-1.730346680E-2
3.868750000E-2,-1.309204102E-2
3.870833333E-2,-1.049804688E-2
3.872916667E-2,-8.361816406E-3
3.875000000E-2,-7.446289062E-3
3.877083333E-2,-7.629394531E-3
3.879166667E-2,-7.934570312E-3
3.881250000E-2,-9.429931641E-3
3.883333333E-2,-1.071166992E-2
3.885416667E-2,-1.184082031E-2
3.887500000E-2,-1.281738281E-2
3.889583333E-2,-1.409912109E-2
3.891666667E-2,-1.394653320E-2
3.893750000E-2,-1.437377930E-2
3.895833333E-2,-1.379394531E-2
3.897916667E-2,-1.190185547E-2
3.900000000E-2,-1.019287109E-2
3.902083333E-2,-6.652832031E-3
3.904166667E-2,-2.655029297E-3
3.906250000E-2,2.929687500E-3
3.908333333E-2,8.361816406E-3
3.910416667E-2,1.495361328E-2
3.912500000E-2,2.136230469E-2
3.914583333E-2,2.731323242E-2
3.916666667E-2,3.317260742E-2
3.918750000E-2,3.707885742E-2
3.920833333E-2,4.043579102E-2
3.922916667E-2,4.171752930E-2
3.925000000E-2,4.229736328E-2
3.927083333E-2,4.165649414E-2
3.929166667E-2,4.122924805E-2
3.931250000E-2,4.064941406E-2
3.933333333E-2,4.171752930E-2
3.935416667E-2,4.339599609E-2
3.937500000E-2,4.553222656E-2
3.939583333E-2,4.953002930E-2
3.941666667E-2,5.215454102E-2
3.943750000E-2,5.627441406E-2
3.945833333E-2,6.054687500E-2
3.947916667E-2,6.460571289E-2
3.950000000E-2,6.903076172E-2
3.952083333E-2,7.250976562E-2
3.954166667E-2,7.534790039E-2
3.956250000E-2,7.617187500E-2
3.958333333E-2,7.571411133E-2
3.960416667E-2,7.174682617E-2
3.962500000E-2,6.747436523E-2
3.964583333E-2,6.094360352E-2
3.966666667E-2,5.343627930E-2
3.968750000E-2,4.751586914E-2
3.970833333E-2,3.872680664E-2
3.972916667E-2,3.421020508E-2
3.975000000E-2,2.886962891E-2
3.977083333E-2,2.694702148E-2
3.979166667E-2,2.508544922E-2
3.981250000E-2,2.523803711E-2
3.983333333E-2,2.597045898E-2
3.985416667E-2,2.642822266E-2
3.987500000E-2,2.819824219E-2
3.989583333E-2,2.639770508E-2
3.991666667E-2,2.673339844E-2
3.993750000E-2,2.316284180E-2
3.995833333E-2,2.139282227E-2
3.997916667E-2,1.596069336E-2
4.000000000E-2,1.168823242E-2
4.002083333E-2,6.072998047E-3
4.004166667E-2,9.155273438E-4
4.006250000E-2,-3.601074219E-3
4.008333333E-2,-8.209228516E-3
4.010416667E-2,-1.220703125E-2
4.012500000E-2,-1.629638672E-2
4.014583333E-2,-1.983642578E-2
4.016666667E-2,-2.377319336E-2
4.018750000E-2,-2.719116211E-2
4.020833333E-2,-3.015136719E-2
4.022916667E-2,-3.256225586E-2
4.025000000E-2,-3.283691406E-2
4.027083333E-2,-3.253173828E-2
4.029166667E-2,-3.118896484E-2
4.031250000E-2,-2.947998047E-2
4.033333333E-2,-2.783203125E-2
4.035416667E-2,-2.590942383E-2
4.037500000E-2,-2.453613281E-2
4.039583333E-2,-2.374267578E-2
4.041666667E-2,-2.395629883E-2
4.043750000E-2,-2.487182617E-2
4.045833333E-2,-2.597045898E-2
4.047916667E-2,-2.798461914E-2
4.050000000E-2,-2.813720703E-2
4.052083333E-2,-2.816772461E-2
4.054166667E-2,-2.505493164E-2
4.056250000E-2,-2.066040039E-2
4.058333333E-2,-1.373291016E-2
4.060416667E-2,-7.110595703E-3
4.062500000E-2,-3.051757812E-5
4.064583333E-2,5.798339844E-3
4.066666667E-2,9.765625000E-3
4.068750000E-2,1.330566406E-2
4.070833333E-2,1.522827148E-2
4.072916667E-2,1.730346680E-2
4.075000000E-2,1.928710938E-2
4.077083333E-2,2.334594727E-2
4.079166667E-2,2.566528320E-2
4.081250000E-2,2.923583984E-2
4.083333333E-2,3.176879883E-2
4.085416667E-2,3.277587891E-2
4.087500000E-2,3.292846680E-2
4.089583333E-2,3.253173828E-2
4.091666667E-2,2.999877930E-2
4.093750000E-2,2.807617188E-2
4.095833333E-2,2.523803711E-2
4.097916667E-2,2.227783203E-2
4.100000000E-2,1.953125000E-2
4.102083333E-2,1.657104492E-2
4.104166667E-2,1.605224609E-2
4.106250000E-2,1.577758789E-2
4.108333333E-2,1.806640625E-2
4.110416667E-2,2.154541016E-2
4.112500000E-2,2.590942383E-2
4.114583333E-2,2.984619141E-2
4.116666667E-2,3.515625000E-2
4.118750000E-2,3.634643555E-2
4.120833333E-2,3.845214844E-2
4.122916667E-2,3.701782227E-2
4.125000000E-2,3.286743164E-2
4.127083333E-2,2.816772461E-2
4.129166667E-2,1.977539062E-2
4.131250000E-2,1.220703125E-2
4.133333333E-2,3.356933594E-3
4.135416667E-2,-2.563476562E-3
4.137500000E-2,-8.056640625E-3
4.139583333E-2,-8.544921875E-3
4.141666667E-2,-7.629394531E-3
4.143750000E-2,-2.593994141E-3
4.145833333E-2,4.882812500E-3
4.147916667E-2,1.446533203E-2
4.150000000E-2,2.651977539E-2
4.152083333E-2,3.707885742E-2
4.154166667E-2,4.724121094E-2
4.156250000E-2,5.371093750E-2
4.158333333E-2,5.780029297E-2
4.160416667E-2,5.599975586E-2
4.162500000E-2,5.157470703E-2
4.164583333E-2,4.302978516E-2
4.166666667E-2,3.207397461E-2
4.168750000E-2,2.145385742E-2
4.170833333E-2,1.104736328E-2
4.172916667E-2,4.028320312E-3
4.175000000E-2,1.098632812E-3
4.177083333E-2,3.173828125E-3
4.179166667E-2,9.277343750E-3
4.181250000E-2,2.102661133E-2
4.183333333E-2,3.594970703E-2
4.185416667E-2,5.136108398E-2
4.187500000E-2,6.649780273E-2
4.189583333E-2,7.849121094E-2
4.191666667E-2,8.596801758E-2
4.193750000E-2,8.853149414E-2
4.195833333E-2,8.618164062E-2
4.197916667E-2,7.833862305E-2
4.200000000E-2,6.835937500E-2
4.202083333E-2,5.627441406E-2
4.204166667E-2,4.467773438E-2
4.206250000E-2,3.359985352E-2
4.208333333E-2,2.487182617E-2
4.210416667E-2,2.023315430E-2
4.212500000E-2,1.831054688E-2
4.214583333E-2,2.136230469E-2
4.216666667E-2,2.777099609E-2
4.218750000E-2,3.634643555E-2
4.220833333E-2,4.663085938E-2
4.222916667E-2,5.654907227E-2
4.225000000E-2,6.524658203E-2
4.227083333E-2,7.083129883E-2
4.229166667E-2,7.379150391E-2
4.231250000E-2,7.232666016E-2
4.233333333E-2,6.774902344E-2
4.235416667E-2,5.969238281E-2
4.237500000E-2,5.053710938E-2
4.239583333E-2,3.952026367E-2
4.241666667E-2,3.070068359E-2
4.243750000E-2,2.267456055E-2
4.245833333E-2,1.834106445E-2
4.247916667E-2,1.641845703E-2
4.250000000E-2,1.733398438E-2
4.252083333E-2,2.069091797E-2
4.254166667E-2,2.432250977E-2
4.256250000E-2,2.984619141E-2
4.258333333E-2,3.353881836E-2
4.260416667E-2,3.677368164E-2
4.262500000E-2,3.771972656E-2
4.264583333E-2,3.656005859E-2
4.266666667E-2,NaN
